"","feature","sentiment"
"19301"," infektion ","-1"
"19302"," infektionen ","-1"
"19303"," infektionserreger ","-1"
"27555"," infektiös ","-1"
"19304"," inferenz ","-1"
"19305"," inferiorität ","-1"
"27556"," infernalisch ","-1"
"19306"," infiltration ","-1"
"19307"," infiltrationen ","-1"
"27557"," infiltrier ","-1"
"27558"," infiltriere ","-1"
"27559"," infiltrieren ","-1"
"27560"," infiltrierest ","-1"
"27561"," infiltrieret ","-1"
"27562"," infiltrierst ","-1"
"27563"," infiltriert ","-1"
"27564"," infiltrierte ","-1"
"27565"," infiltrierten ","-1"
"27566"," infiltriertest ","-1"
"27567"," infiltriertet ","-1"
"27568"," infiziert ","-1"
"19308"," inflation ","-1"
"27570"," inflationär ","-1"
"19309"," inflationen ","-1"
"27569"," inflationistisch ","-1"
"27571"," inflatorisch ","-1"
"27572"," inflexibel ","-1"
"9433"," informativ ","1"
"9434"," ingeniös ","1"
"9435"," ingeniöse ","1"
"9436"," ingeniösem ","1"
"9437"," ingeniösen ","1"
"9438"," ingeniöser ","1"
"9439"," ingeniösere ","1"
"9440"," ingeniöserem ","1"
"9441"," ingeniöseren ","1"
"9442"," ingeniöserer ","1"
"9443"," ingeniöseres ","1"
"9444"," ingeniöses ","1"
"9445"," ingeniösest ","1"
"9446"," ingeniöseste ","1"
"9447"," ingeniösestem ","1"
"9448"," ingeniösesten ","1"
"9449"," ingeniösester ","1"
"9450"," ingeniösestes ","1"
"19310"," ingrimm ","-1"
"1077"," inhalt ","1"
"19311"," inhibierung ","-1"
"19312"," inhibition ","-1"
"27573"," inhuman ","-1"
"1078"," initiative ","1"
"19313"," injurie ","-1"
"27574"," inkohärent ","-1"
"19314"," inkohärenz ","-1"
"27575"," inkompatibel ","-1"
"19315"," inkompatibilität ","-1"
"27576"," inkompetent ","-1"
"27577"," inkompetente ","-1"
"27578"," inkompetentem ","-1"
"27579"," inkompetenten ","-1"
"27580"," inkompetenter ","-1"
"27581"," inkompetentere ","-1"
"27582"," inkompetenterem ","-1"
"27583"," inkompetenteren ","-1"
"27584"," inkompetenterer ","-1"
"27585"," inkompetenteres ","-1"
"27586"," inkompetentes ","-1"
"27587"," inkompetentest ","-1"
"27588"," inkompetenteste ","-1"
"27589"," inkompetentestem ","-1"
"27590"," inkompetentesten ","-1"
"27591"," inkompetentester ","-1"
"27592"," inkompetentestes ","-1"
"19316"," inkompetenz ","-1"
"19317"," inkompetenzen ","-1"
"27593"," inkonsequent ","-1"
"27594"," inkonsequente ","-1"
"27595"," inkonsequentem ","-1"
"27596"," inkonsequenten ","-1"
"27597"," inkonsequenter ","-1"
"27598"," inkonsequentere ","-1"
"27599"," inkonsequenterem ","-1"
"27600"," inkonsequenteren ","-1"
"27601"," inkonsequenterer ","-1"
"27602"," inkonsequenteres ","-1"
"27603"," inkonsequentes ","-1"
"27604"," inkonsequentest ","-1"
"27605"," inkonsequenteste ","-1"
"27606"," inkonsequentestem ","-1"
"27607"," inkonsequentesten ","-1"
"27608"," inkonsequentester ","-1"
"27609"," inkonsequentestes ","-1"
"19318"," inkonsequenz ","-1"
"19319"," inkonsequenzen ","-1"
"27610"," inkonsistent ","-1"
"27611"," inkonsistente ","-1"
"27612"," inkonsistentem ","-1"
"27613"," inkonsistenten ","-1"
"27614"," inkonsistenter ","-1"
"27615"," inkonsistentere ","-1"
"27616"," inkonsistenterem ","-1"
"27617"," inkonsistenteren ","-1"
"27618"," inkonsistenterer ","-1"
"27619"," inkonsistenteres ","-1"
"27620"," inkonsistentes ","-1"
"27621"," inkonsistentest ","-1"
"27622"," inkonsistenteste ","-1"
"27623"," inkonsistentestem ","-1"
"27624"," inkonsistentesten ","-1"
"27625"," inkonsistentester ","-1"
"27626"," inkonsistentestes ","-1"
"19320"," inkonsistenz ","-1"
"27627"," inkonstant ","-1"
"27628"," inkorrekt ","-1"
"27629"," inkorrekte ","-1"
"27630"," inkorrektem ","-1"
"27631"," inkorrekten ","-1"
"27632"," inkorrekter ","-1"
"27633"," inkorrektere ","-1"
"27634"," inkorrekterem ","-1"
"27635"," inkorrekteren ","-1"
"27636"," inkorrekterer ","-1"
"27637"," inkorrekteres ","-1"
"27638"," inkorrektes ","-1"
"27639"," inkorrektest ","-1"
"27640"," inkorrekteste ","-1"
"27641"," inkorrektestem ","-1"
"27642"," inkorrektesten ","-1"
"27643"," inkorrektester ","-1"
"27644"," inkorrektestes ","-1"
"9451"," innig ","1"
"1079"," innigkeit ","1"
"1080"," innovation ","1"
"1081"," innovationen ","1"
"1082"," innovationskraft ","1"
"9452"," innovativ ","1"
"9453"," innovative ","1"
"9454"," innovativem ","1"
"9455"," innovativen ","1"
"9456"," innovativer ","1"
"9457"," innovativere ","1"
"9458"," innovativerem ","1"
"9459"," innovativeren ","1"
"9460"," innovativerer ","1"
"9461"," innovativeres ","1"
"9462"," innovatives ","1"
"9463"," innovativst ","1"
"9464"," innovativste ","1"
"9465"," innovativstem ","1"
"9466"," innovativsten ","1"
"9467"," innovativster ","1"
"9468"," innovativstes ","1"
"19321"," insektenstich ","-1"
"27645"," insolvent ","-1"
"1083"," inspiration ","1"
"1084"," inspirationen ","1"
"9469"," inspirativ ","1"
"9470"," inspirieren ","1"
"9471"," inspirierend ","1"
"9472"," inspiriert ","1"
"27646"," instabil ","-1"
"27647"," instabile ","-1"
"27648"," instabilem ","-1"
"27649"," instabilen ","-1"
"27650"," instabiler ","-1"
"27651"," instabilere ","-1"
"27652"," instabilerem ","-1"
"27653"," instabileren ","-1"
"27654"," instabilerer ","-1"
"27655"," instabileres ","-1"
"27656"," instabiles ","-1"
"19322"," instabilität ","-1"
"19323"," instabilitäten ","-1"
"27657"," instabilst ","-1"
"27658"," instabilste ","-1"
"27659"," instabilstem ","-1"
"27660"," instabilsten ","-1"
"27661"," instabilster ","-1"
"27662"," instabilstes ","-1"
"27664"," inständig ","-1"
"19324"," instandsetzung ","-1"
"27663"," instationär ","-1"
"27665"," insuffizient ","-1"
"19325"," insuffizienz ","-1"
"19326"," insult ","-1"
"9473"," intakt ","1"
"9474"," intakte ","1"
"9475"," intaktem ","1"
"9476"," intakten ","1"
"9477"," intakter ","1"
"9478"," intaktere ","1"
"9479"," intakterem ","1"
"9480"," intakteren ","1"
"9481"," intakterer ","1"
"9482"," intakteres ","1"
"9483"," intaktes ","1"
"9484"," intaktest ","1"
"9485"," intakteste ","1"
"9486"," intaktestem ","1"
"9487"," intaktesten ","1"
"9488"," intaktester ","1"
"9489"," intaktestes ","1"
"1085"," intaktheit ","1"
"9490"," integer ","1"
"9491"," integerst ","1"
"9492"," integerste ","1"
"9493"," integerstem ","1"
"9494"," integersten ","1"
"9495"," integerster ","1"
"9496"," integerstes ","1"
"9497"," integre ","1"
"9498"," integrem ","1"
"9499"," integren ","1"
"9500"," integrer ","1"
"9501"," integrere ","1"
"9502"," integrerem ","1"
"9503"," integreren ","1"
"9504"," integrerer ","1"
"9505"," integreres ","1"
"9506"," integres ","1"
"9507"," integrier ","1"
"9508"," integriere ","1"
"9509"," integrieren ","1"
"9510"," integrierest ","1"
"9511"," integrieret ","1"
"9512"," integrierst ","1"
"9513"," integriert ","1"
"9514"," integrierte ","1"
"9515"," integrierten ","1"
"9516"," integriertest ","1"
"9517"," integriertet ","1"
"1086"," integrität ","1"
"1087"," intellekt ","1"
"1088"," intellekte ","1"
"1089"," intellekten ","1"
"1090"," intellektes ","1"
"1091"," intellekts ","1"
"9518"," intellektuell ","1"
"9519"," intellektuelle ","1"
"9520"," intelligent ","1"
"9521"," intelligente ","1"
"9522"," intelligentem ","1"
"9523"," intelligenten ","1"
"9524"," intelligenter ","1"
"9525"," intelligentere ","1"
"9526"," intelligenterem ","1"
"9527"," intelligenteren ","1"
"9528"," intelligenterer ","1"
"9529"," intelligenteres ","1"
"9530"," intelligentes ","1"
"9531"," intelligentest ","1"
"9532"," intelligenteste ","1"
"9533"," intelligentestem ","1"
"9534"," intelligentesten ","1"
"9535"," intelligentester ","1"
"9536"," intelligentestes ","1"
"1092"," intelligenz ","1"
"1093"," intelligenzen ","1"
"9537"," intensiv ","1"
"9538"," intensive ","1"
"9539"," intensivem ","1"
"9540"," intensiven ","1"
"9541"," intensiver ","1"
"9542"," intensivere ","1"
"9543"," intensiverem ","1"
"9544"," intensiveren ","1"
"9545"," intensiverer ","1"
"9546"," intensiveres ","1"
"9547"," intensives ","1"
"9548"," intensivst ","1"
"9549"," intensivste ","1"
"9550"," intensivstem ","1"
"9551"," intensivsten ","1"
"9552"," intensivster ","1"
"9553"," intensivstes ","1"
"9554"," interessant ","1"
"9555"," interessante ","1"
"9556"," interessantem ","1"
"9557"," interessanten ","1"
"9558"," interessanter ","1"
"9559"," interessantere ","1"
"9560"," interessanterem ","1"
"9561"," interessanteren ","1"
"9562"," interessanterer ","1"
"9563"," interessanteres ","1"
"9564"," interessantes ","1"
"9565"," interessantest ","1"
"9566"," interessanteste ","1"
"9567"," interessantestem ","1"
"9568"," interessantesten ","1"
"9569"," interessantester ","1"
"9570"," interessantestes ","1"
"9571"," interessier ","1"
"9572"," interessiere ","1"
"9573"," interessieren ","1"
"9574"," interessierest ","1"
"9575"," interessieret ","1"
"9576"," interessierst ","1"
"9577"," interessiert ","1"
"9578"," interessierte ","1"
"9579"," interessiertem ","1"
"9580"," interessierten ","1"
"9581"," interessierter ","1"
"9582"," interessiertere ","1"
"9583"," interessierterem ","1"
"9584"," interessierteren ","1"
"9585"," interessierterer ","1"
"9586"," interessierteres ","1"
"9587"," interessiertes ","1"
"9588"," interessiertest ","1"
"9589"," interessierteste ","1"
"9590"," interessiertestem ","1"
"9591"," interessiertesten ","1"
"9592"," interessiertester ","1"
"9593"," interessiertestes ","1"
"9594"," interessiertet ","1"
"27666"," intermittierend ","-1"
"27667"," interpretierte ","-1"
"19327"," interrupt ","-1"
"27668"," intervenieren ","-1"
"9595"," intervenierte ","1"
"19328"," intervention ","-1"
"19329"," interventionen ","-1"
"19330"," intimität ","-1"
"27669"," intolerant ","-1"
"27670"," intolerante ","-1"
"27671"," intolerantem ","-1"
"27672"," intoleranten ","-1"
"27673"," intoleranter ","-1"
"27674"," intolerantere ","-1"
"27675"," intoleranterem ","-1"
"27676"," intoleranteren ","-1"
"27677"," intoleranterer ","-1"
"27678"," intoleranteres ","-1"
"27679"," intolerantes ","-1"
"27680"," intolerantest ","-1"
"27681"," intoleranteste ","-1"
"27682"," intolerantestem ","-1"
"27683"," intolerantesten ","-1"
"27684"," intolerantester ","-1"
"27685"," intolerantestes ","-1"
"19331"," intoleranz ","-1"
"27686"," intrigant ","-1"
"19332"," intrige ","-1"
"19333"," intrigenspiel ","-1"
"27687"," intrusiv ","-1"
"9596"," intuitiv ","1"
"19334"," invasion ","-1"
"19335"," invasionen ","-1"
"27688"," invasiv ","-1"
"19336"," invasor ","-1"
"19337"," invektive ","-1"
"19338"," inversion ","-1"
"9597"," investier ","1"
"9598"," investiere ","1"
"9599"," investieren ","1"
"9600"," investierest ","1"
"9601"," investieret ","1"
"9602"," investierst ","1"
"9603"," investiert ","1"
"9604"," investierte ","1"
"9605"," investierten ","1"
"9606"," investiertest ","1"
"9607"," investiertet ","1"
"1098"," investition ","1"
"1099"," investitionen ","1"
"27689"," irdisch ","-1"
"19339"," ironie ","-1"
"27690"," irr ","-1"
"27691"," irrational ","-1"
"27692"," irrationale ","-1"
"27693"," irrationalem ","-1"
"27694"," irrationalen ","-1"
"27695"," irrationaler ","-1"
"27696"," irrationalere ","-1"
"27697"," irrationalerem ","-1"
"27698"," irrationaleren ","-1"
"27699"," irrationalerer ","-1"
"27700"," irrationaleres ","-1"
"27701"," irrationales ","-1"
"19340"," irrationalität ","-1"
"27702"," irrationalst ","-1"
"27703"," irrationalste ","-1"
"27704"," irrationalstem ","-1"
"27705"," irrationalsten ","-1"
"27706"," irrationalster ","-1"
"27707"," irrationalstes ","-1"
"19341"," irre ","-1"
"27708"," irree ","-1"
"27709"," irreem ","-1"
"27710"," irreen ","-1"
"27711"," irreer ","-1"
"27712"," irreere ","-1"
"27713"," irreerem ","-1"
"27714"," irreeren ","-1"
"27715"," irreerer ","-1"
"27716"," irreeres ","-1"
"27717"," irrees ","-1"
"27718"," irreführen ","-1"
"27719"," irreführend ","-1"
"27720"," irreführende ","-1"
"27721"," irreführenderweise ","-1"
"19342"," irreführung ","-1"
"27722"," irregeführt ","-1"
"27723"," irregulär ","-1"
"27724"," irreleiten ","-1"
"27725"," irrelevant ","-1"
"19343"," irrelevanz ","-1"
"27726"," irreparabel ","-1"
"27727"," irreredend ","-1"
"27728"," irrest ","-1"
"27729"," irreste ","-1"
"27730"," irrestem ","-1"
"27731"," irresten ","-1"
"27732"," irrester ","-1"
"27733"," irrestes ","-1"
"27734"," irreversibel ","-1"
"19344"," irrgast ","-1"
"27735"," irrig ","-1"
"19345"," irritation ","-1"
"27736"," irritierend ","-1"
"27737"," irritiert ","-1"
"19346"," irrlehre ","-1"
"19347"," irrsinn ","-1"
"27738"," irrsinnig ","-1"
"27739"," irrsinnige ","-1"
"27740"," irrsinnigem ","-1"
"27741"," irrsinnigen ","-1"
"27742"," irrsinniger ","-1"
"27743"," irrsinnigere ","-1"
"27744"," irrsinnigerem ","-1"
"27745"," irrsinnigeren ","-1"
"27746"," irrsinnigerer ","-1"
"27747"," irrsinnigeres ","-1"
"27748"," irrsinniges ","-1"
"19348"," irrsinnigkeit ","-1"
"27749"," irrsinnigst ","-1"
"27750"," irrsinnigste ","-1"
"27751"," irrsinnigstem ","-1"
"27752"," irrsinnigsten ","-1"
"27753"," irrsinnigster ","-1"
"27754"," irrsinnigstes ","-1"
"27755"," irrtümlich ","-1"
"27756"," irrtümlicherweise ","-1"
"19349"," ische ","-1"
"19350"," isolat ","-1"
"19351"," isolation ","-1"
"19352"," isolationen ","-1"
"27757"," isolier ","-1"
"27758"," isoliere ","-1"
"27759"," isolieren ","-1"
"27760"," isolierest ","-1"
"27761"," isolieret ","-1"
"27762"," isolierst ","-1"
"27763"," isoliert ","-1"
"27764"," isolierte ","-1"
"27765"," isolierten ","-1"
"27766"," isoliertes ","-1"
"27767"," isoliertest ","-1"
"27768"," isoliertet ","-1"
"27769"," iterativ ","-1"
"9608"," ja ","1"
"19353"," jagdbeute ","-1"
"19364"," jähzorn ","-1"
"27782"," jähzornig ","-1"
"27783"," jähzornige ","-1"
"27784"," jähzornigem ","-1"
"27785"," jähzornigen ","-1"
"27786"," jähzorniger ","-1"
"27787"," jähzornigere ","-1"
"27788"," jähzornigerem ","-1"
"27789"," jähzornigeren ","-1"
"27790"," jähzornigerer ","-1"
"27791"," jähzornigeres ","-1"
"27792"," jähzorniges ","-1"
"27793"," jähzornigst ","-1"
"27794"," jähzornigste ","-1"
"27795"," jähzornigstem ","-1"
"27796"," jähzornigsten ","-1"
"27797"," jähzornigster ","-1"
"27798"," jähzornigstes ","-1"
"19354"," jammer ","-1"
"27770"," jammere ","-1"
"27771"," jammeren ","-1"
"19355"," jammeres ","-1"
"27799"," jämmerlich ","-1"
"27772"," jammern ","-1"
"27773"," jammernd ","-1"
"19356"," jammers ","-1"
"27774"," jammerst ","-1"
"27775"," jammert ","-1"
"27776"," jammerte ","-1"
"27777"," jammerten ","-1"
"27778"," jammertest ","-1"
"27779"," jammertet ","-1"
"27780"," jammervoll ","-1"
"19357"," jasager ","-1"
"27781"," jenseitig ","-1"
"1100"," jokus ","1"
"1101"," jubel ","1"
"9609"," jubele ","1"
"9610"," jubelen ","1"
"9611"," jubeln ","1"
"9612"," jubelnd ","1"
"1102"," jubels ","1"
"9613"," jubelst ","1"
"9614"," jubelt ","1"
"9615"," jubelte ","1"
"9616"," jubelten ","1"
"9617"," jubeltest ","1"
"9618"," jubeltet ","1"
"1103"," jubiläum ","1"
"9619"," jubilierend ","1"
"9620"," jubl ","1"
"9621"," juble ","1"
"19358"," juckreiz ","-1"
"1104"," jugend ","1"
"9622"," jugendlich ","1"
"1105"," jugendliche ","1"
"19359"," jugendstreich ","-1"
"9623"," jung ","1"
"19360"," jungfer ","-1"
"19361"," justierfehler ","-1"
"1106"," jux ","1"
"27800"," kabbelig ","-1"
"27801"," kabbelte ","-1"
"27802"," kacke ","-1"
"27803"," kahl ","-1"
"27804"," kahle ","-1"
"27805"," kahlem ","-1"
"27806"," kahlen ","-1"
"27807"," kahler ","-1"
"27808"," kahlere ","-1"
"27809"," kahlerem ","-1"
"27810"," kahleren ","-1"
"27811"," kahlerer ","-1"
"27812"," kahleres ","-1"
"27813"," kahles ","-1"
"19365"," kahlheit ","-1"
"27814"," kahlst ","-1"
"27815"," kahlste ","-1"
"27816"," kahlstem ","-1"
"27817"," kahlsten ","-1"
"27818"," kahlster ","-1"
"27819"," kahlstes ","-1"
"1108"," kaiserkrone ","1"
"9624"," kaiserlich ","1"
"19366"," kalamität ","-1"
"19367"," kalkulationsfehler ","-1"
"19368"," kalmengürtel ","-1"
"27820"," kalt ","-1"
"27821"," kalte ","-1"
"19569"," kälte ","-1"
"27822"," kaltem ","-1"
"27823"," kalten ","-1"
"27824"," kalter ","-1"
"28451"," kälter ","-1"
"28452"," kältere ","-1"
"28453"," kälterem ","-1"
"28454"," kälteren ","-1"
"28455"," kälterer ","-1"
"28456"," kälteres ","-1"
"27825"," kaltes ","-1"
"28457"," kältest ","-1"
"28458"," kälteste ","-1"
"28459"," kältestem ","-1"
"28460"," kältesten ","-1"
"28461"," kältester ","-1"
"28462"," kältestes ","-1"
"27826"," kaltherzig ","-1"
"27827"," kaltherzige ","-1"
"27828"," kaltherzigem ","-1"
"27829"," kaltherzigen ","-1"
"27830"," kaltherziger ","-1"
"27831"," kaltherzigere ","-1"
"27832"," kaltherzigerem ","-1"
"27833"," kaltherzigeren ","-1"
"27834"," kaltherzigerer ","-1"
"27835"," kaltherzigeres ","-1"
"27836"," kaltherziges ","-1"
"27837"," kaltherzigst ","-1"
"27838"," kaltherzigste ","-1"
"27839"," kaltherzigstem ","-1"
"27840"," kaltherzigsten ","-1"
"27841"," kaltherzigster ","-1"
"27842"," kaltherzigstes ","-1"
"1109"," kamerad ","1"
"19369"," kampf ","-1"
"28463"," kämpf ","-1"
"19370"," kampfbegierde ","-1"
"28464"," kämpfe ","-1"
"28465"," kämpfen ","-1"
"28466"," kämpferisch ","-1"
"27843"," kampfeslustig ","-1"
"28467"," kämpfest ","-1"
"28468"," kämpfet ","-1"
"19371"," kampfgeist ","-1"
"19372"," kampfhandlung ","-1"
"27844"," kampflos ","-1"
"19373"," kampflust ","-1"
"27845"," kampflustig ","-1"
"19374"," kampfpause ","-1"
"28469"," kämpfst ","-1"
"28470"," kämpft ","-1"
"28471"," kämpfte ","-1"
"28472"," kämpften ","-1"
"28473"," kämpftest ","-1"
"28474"," kämpftet ","-1"
"19375"," kanaille ","-1"
"19376"," kannibale ","-1"
"19377"," kannibalin ","-1"
"27846"," kanzerös ","-1"
"19378"," kapitalverbrechen ","-1"
"19379"," kapitalverbrechens ","-1"
"19380"," kapitulation ","-1"
"19381"," kapitulationen ","-1"
"27847"," kapitulieren ","-1"
"27848"," kapriziös ","-1"
"27849"," kaputt ","-1"
"27850"," kaputte ","-1"
"27851"," kaputtem ","-1"
"27852"," kaputten ","-1"
"27853"," kaputter ","-1"
"27854"," kaputtere ","-1"
"27855"," kaputterem ","-1"
"27856"," kaputteren ","-1"
"27857"," kaputterer ","-1"
"27858"," kaputteres ","-1"
"27859"," kaputtes ","-1"
"27860"," kaputtest ","-1"
"27861"," kaputteste ","-1"
"27862"," kaputtestem ","-1"
"27863"," kaputtesten ","-1"
"27864"," kaputtester ","-1"
"27865"," kaputtestes ","-1"
"27866"," kaputtmachen ","-1"
"27867"," karamellähnliche ","-1"
"27868"," karg ","-1"
"19382"," karikatur ","-1"
"27869"," karikieren ","-1"
"9626"," karitativ ","1"
"19383"," karpfen ","-1"
"19384"," karzer ","-1"
"19385"," karzinom ","-1"
"27870"," karzinomatös ","-1"
"27871"," karzinös ","-1"
"19386"," kasteiung ","-1"
"27872"," katastrophal ","-1"
"27873"," katastrophale ","-1"
"27874"," katastrophalem ","-1"
"27875"," katastrophalen ","-1"
"27876"," katastrophaler ","-1"
"27877"," katastrophalere ","-1"
"27878"," katastrophalerem ","-1"
"27879"," katastrophaleren ","-1"
"27880"," katastrophalerer ","-1"
"27881"," katastrophaleres ","-1"
"27882"," katastrophalerweise ","-1"
"27883"," katastrophales ","-1"
"27884"," katastrophalst ","-1"
"27885"," katastrophalste ","-1"
"27886"," katastrophalstem ","-1"
"27887"," katastrophalsten ","-1"
"27888"," katastrophalster ","-1"
"27889"," katastrophalstes ","-1"
"19387"," katastrophe ","-1"
"19388"," katastrophen ","-1"
"27890"," katastrophenartig ","-1"
"19389"," katastrophendeckung ","-1"
"19390"," katastrophenereignis ","-1"
"27891"," katastrophisch ","-1"
"19391"," kauderwelsch ","-1"
"27892"," kauderwelschen ","-1"
"27893"," kauderwelschte ","-1"
"9627"," kauen ","1"
"1110"," kauf ","1"
"1202"," käufe ","1"
"1203"," käufen ","1"
"1111"," kaufes ","1"
"1112"," kaufgelegenheit ","1"
"1113"," kaufrausch ","1"
"1114"," kaufs ","1"
"19392"," kaufunlust ","-1"
"27894"," kaum ","-1"
"1115"," kavitätenzahl ","1"
"19393"," kehricht ","-1"
"19394"," kehrseite ","-1"
"19395"," keil ","-1"
"19396"," keilstein ","-1"
"19397"," keim ","-1"
"19398"," keime ","-1"
"19399"," keimen ","-1"
"19400"," keimes ","-1"
"27895"," keimig ","-1"
"19401"," keims ","-1"
"27925"," keinesfalls ","-1"
"27926"," keineswegs ","-1"
"9638"," kennerhaft ","1"
"1116"," kenntnis ","1"
"9639"," kenntnisreich ","1"
"27927"," kenter ","-1"
"27928"," kentere ","-1"
"27929"," kenteren ","-1"
"27930"," kentern ","-1"
"27931"," kenterst ","-1"
"27932"," kentert ","-1"
"27933"," kenterte ","-1"
"27934"," kenterten ","-1"
"27935"," kentertest ","-1"
"27936"," kentertet ","-1"
"27937"," kerb ","-1"
"19402"," kerker ","-1"
"19403"," kette ","-1"
"19404"," kettfaden ","-1"
"19405"," kettrichtung ","-1"
"19406"," ketzer ","-1"
"19407"," ketzerei ","-1"
"27938"," ketzerisch ","-1"
"27939"," keuchen ","-1"
"9640"," keusch ","1"
"1117"," keuschheit ","1"
"19408"," kiebitz ","-1"
"19409"," kien ","-1"
"27940"," kiesig ","-1"
"19410"," killer ","-1"
"9641"," kinderleicht ","1"
"9642"," kinderleichte ","1"
"9643"," kinderleichtem ","1"
"9644"," kinderleichten ","1"
"9645"," kinderleichter ","1"
"9646"," kinderleichtere ","1"
"9647"," kinderleichterem ","1"
"9648"," kinderleichteren ","1"
"9649"," kinderleichterer ","1"
"9650"," kinderleichteres ","1"
"9651"," kinderleichtes ","1"
"9652"," kinderleichtst ","1"
"9653"," kinderleichtste ","1"
"9654"," kinderleichtstem ","1"
"9655"," kinderleichtsten ","1"
"9656"," kinderleichtster ","1"
"9657"," kinderleichtstes ","1"
"19411"," kindermisshandlung ","-1"
"19412"," kindesmissbrauch ","-1"
"1118"," kindheitsträume ","1"
"27941"," kindisch ","-1"
"27942"," kindlich ","-1"
"19413"," kindslage ","-1"
"27943"," kipp ","-1"
"27944"," kippe ","-1"
"27945"," kippen ","-1"
"27946"," kippest ","-1"
"27947"," kippet ","-1"
"1119"," kippsicherheit ","1"
"27948"," kippst ","-1"
"27949"," kippt ","-1"
"27950"," kippte ","-1"
"27951"," kippten ","-1"
"27952"," kipptest ","-1"
"27953"," kipptet ","-1"
"19414"," kitsch ","-1"
"27954"," kitschig ","-1"
"19415"," kittchen ","-1"
"9658"," kitzelte ","1"
"28009"," kläffen ","-1"
"27955"," klag ","-1"
"19416"," klage ","-1"
"19417"," klagebeantwortung ","-1"
"19418"," klagefrau ","-1"
"19419"," klagegesang ","-1"
"19420"," klagen ","-1"
"27956"," klagend ","-1"
"19437"," kläger ","-1"
"19438"," klägern ","-1"
"19439"," klägers ","-1"
"27957"," klagest ","-1"
"27958"," klaget ","-1"
"19421"," klageweib ","-1"
"28010"," kläglich ","-1"
"9659"," klaglos ","1"
"9660"," klaglose ","1"
"9661"," klaglosem ","1"
"9662"," klaglosen ","1"
"9663"," klagloser ","1"
"9664"," klaglosere ","1"
"9665"," klagloserem ","1"
"9666"," klagloseren ","1"
"9667"," klagloserer ","1"
"9668"," klagloseres ","1"
"9669"," klagloses ","1"
"9670"," klaglosest ","1"
"9671"," klagloseste ","1"
"9672"," klaglosestem ","1"
"9673"," klaglosesten ","1"
"9674"," klaglosester ","1"
"9675"," klaglosestes ","1"
"27959"," klagst ","-1"
"27960"," klagt ","-1"
"27961"," klagte ","-1"
"27962"," klagten ","-1"
"27963"," klagtest ","-1"
"27964"," klagtet ","-1"
"19422"," klamauk ","-1"
"9676"," klang ","1"
"27965"," klapprig ","-1"
"19423"," klaps ","-1"
"9677"," klar ","1"
"9763"," klär ","1"
"9678"," klare ","1"
"9764"," kläre ","1"
"9679"," klarem ","1"
"9680"," klaren ","1"
"9765"," klären ","1"
"9681"," klarer ","1"
"9682"," klarere ","1"
"9683"," klarerem ","1"
"9684"," klareren ","1"
"9685"," klarerer ","1"
"9686"," klareres ","1"
"9687"," klares ","1"
"9766"," klärest ","1"
"9767"," kläret ","1"
"1120"," klarheit ","1"
"1121"," klarheiten ","1"
"9688"," klarst ","1"
"9768"," klärst ","1"
"9689"," klarste ","1"
"9690"," klarstem ","1"
"9691"," klarsten ","1"
"9692"," klarster ","1"
"9693"," klarstes ","1"
"9769"," klärt ","1"
"9770"," klärte ","1"
"9771"," klärten ","1"
"9772"," klärtest ","1"
"9773"," klärtet ","1"
"1122"," klasse ","1"
"9694"," klassee ","1"
"9695"," klasseem ","1"
"9696"," klasseen ","1"
"9697"," klasseer ","1"
"9698"," klasseere ","1"
"9699"," klasseerem ","1"
"9700"," klasseeren ","1"
"9701"," klasseerer ","1"
"9702"," klasseeres ","1"
"9703"," klassees ","1"
"9704"," klassest ","1"
"9705"," klasseste ","1"
"9706"," klassestem ","1"
"9707"," klassesten ","1"
"9708"," klassester ","1"
"9709"," klassestes ","1"
"1123"," klassiker ","1"
"9710"," klassisch ","1"
"9711"," klassische ","1"
"9712"," klassischem ","1"
"9713"," klassischen ","1"
"9714"," klassischer ","1"
"9715"," klassischere ","1"
"9716"," klassischerem ","1"
"9717"," klassischeren ","1"
"9718"," klassischerer ","1"
"9719"," klassischeres ","1"
"9720"," klassisches ","1"
"9721"," klassischst ","1"
"9722"," klassischste ","1"
"9723"," klassischstem ","1"
"9724"," klassischsten ","1"
"9725"," klassischster ","1"
"9726"," klassischstes ","1"
"19424"," klatschbase ","-1"
"19425"," klatscherei ","-1"
"27966"," klebend ","-1"
"27967"," klebrig ","-1"
"19426"," klecks ","-1"
"27968"," klein ","-1"
"27969"," kleine ","-1"
"27970"," kleinem ","-1"
"27971"," kleinen ","-1"
"27972"," kleiner ","-1"
"27973"," kleinere ","-1"
"27974"," kleinerem ","-1"
"27975"," kleineren ","-1"
"27976"," kleinerer ","-1"
"27977"," kleineres ","-1"
"27978"," kleines ","-1"
"27979"," kleinlaut ","-1"
"27980"," kleinlich ","-1"
"27981"," kleinmütig ","-1"
"19427"," kleinod ","-1"
"27982"," kleinst ","-1"
"27983"," kleinste ","-1"
"27984"," kleinstem ","-1"
"27985"," kleinsten ","-1"
"27986"," kleinster ","-1"
"27987"," kleinstes ","-1"
"19428"," klemme ","-1"
"19429"," klepper ","-1"
"9727"," kletter ","1"
"9728"," klettere ","1"
"9729"," kletteren ","1"
"9730"," klettern ","1"
"9731"," kletterst ","1"
"9732"," klettert ","1"
"9733"," kletterte ","1"
"9734"," kletterten ","1"
"9735"," klettertest ","1"
