"","pattern","replacement","feature","sentiment"
"8120"," (nicht|nichts|kein|keine|keinen) glänzendem "," NOT_glänzendem "," NOT_glänzendem ",-1
"8121"," (nicht|nichts|kein|keine|keinen) glänzenden "," NOT_glänzenden "," NOT_glänzenden ",-1
"8122"," (nicht|nichts|kein|keine|keinen) glänzender "," NOT_glänzender "," NOT_glänzender ",-1
"8123"," (nicht|nichts|kein|keine|keinen) glänzendere "," NOT_glänzendere "," NOT_glänzendere ",-1
"8124"," (nicht|nichts|kein|keine|keinen) glänzenderem "," NOT_glänzenderem "," NOT_glänzenderem ",-1
"8125"," (nicht|nichts|kein|keine|keinen) glänzenderen "," NOT_glänzenderen "," NOT_glänzenderen ",-1
"8126"," (nicht|nichts|kein|keine|keinen) glänzenderer "," NOT_glänzenderer "," NOT_glänzenderer ",-1
"8127"," (nicht|nichts|kein|keine|keinen) glänzenderes "," NOT_glänzenderes "," NOT_glänzenderes ",-1
"8128"," (nicht|nichts|kein|keine|keinen) glänzendes "," NOT_glänzendes "," NOT_glänzendes ",-1
"8129"," (nicht|nichts|kein|keine|keinen) glänzendst "," NOT_glänzendst "," NOT_glänzendst ",-1
"8130"," (nicht|nichts|kein|keine|keinen) glänzendste "," NOT_glänzendste "," NOT_glänzendste ",-1
"8131"," (nicht|nichts|kein|keine|keinen) glänzendstem "," NOT_glänzendstem "," NOT_glänzendstem ",-1
"8132"," (nicht|nichts|kein|keine|keinen) glänzendsten "," NOT_glänzendsten "," NOT_glänzendsten ",-1
"8133"," (nicht|nichts|kein|keine|keinen) glänzendster "," NOT_glänzendster "," NOT_glänzendster ",-1
"8134"," (nicht|nichts|kein|keine|keinen) glänzendstes "," NOT_glänzendstes "," NOT_glänzendstes ",-1
"903"," (nicht|nichts|kein|keine|keinen) glanzes "," NOT_glanzes "," NOT_glanzes ",-1
"8135"," (nicht|nichts|kein|keine|keinen) glänzest "," NOT_glänzest "," NOT_glänzest ",-1
"8136"," (nicht|nichts|kein|keine|keinen) glänzet "," NOT_glänzet "," NOT_glänzet ",-1
"904"," (nicht|nichts|kein|keine|keinen) glanzlicht "," NOT_glanzlicht "," NOT_glanzlicht ",-1
"26535"," (nicht|nichts|kein|keine|keinen) glanzlos "," NOT_glanzlos "," NOT_glanzlos ",1
"26536"," (nicht|nichts|kein|keine|keinen) glanzlose "," NOT_glanzlose "," NOT_glanzlose ",1
"26537"," (nicht|nichts|kein|keine|keinen) glanzlosem "," NOT_glanzlosem "," NOT_glanzlosem ",1
"26538"," (nicht|nichts|kein|keine|keinen) glanzlosen "," NOT_glanzlosen "," NOT_glanzlosen ",1
"26539"," (nicht|nichts|kein|keine|keinen) glanzloser "," NOT_glanzloser "," NOT_glanzloser ",1
"26540"," (nicht|nichts|kein|keine|keinen) glanzlosere "," NOT_glanzlosere "," NOT_glanzlosere ",1
"26541"," (nicht|nichts|kein|keine|keinen) glanzloserem "," NOT_glanzloserem "," NOT_glanzloserem ",1
"26542"," (nicht|nichts|kein|keine|keinen) glanzloseren "," NOT_glanzloseren "," NOT_glanzloseren ",1
"26543"," (nicht|nichts|kein|keine|keinen) glanzloserer "," NOT_glanzloserer "," NOT_glanzloserer ",1
"26544"," (nicht|nichts|kein|keine|keinen) glanzloseres "," NOT_glanzloseres "," NOT_glanzloseres ",1
"26545"," (nicht|nichts|kein|keine|keinen) glanzloses "," NOT_glanzloses "," NOT_glanzloses ",1
"19095"," (nicht|nichts|kein|keine|keinen) glanzlosigkeit "," NOT_glanzlosigkeit "," NOT_glanzlosigkeit ",1
"26546"," (nicht|nichts|kein|keine|keinen) glanzlosst "," NOT_glanzlosst "," NOT_glanzlosst ",1
"26547"," (nicht|nichts|kein|keine|keinen) glanzlosste "," NOT_glanzlosste "," NOT_glanzlosste ",1
"26548"," (nicht|nichts|kein|keine|keinen) glanzlosstem "," NOT_glanzlosstem "," NOT_glanzlosstem ",1
"26549"," (nicht|nichts|kein|keine|keinen) glanzlossten "," NOT_glanzlossten "," NOT_glanzlossten ",1
"26550"," (nicht|nichts|kein|keine|keinen) glanzlosster "," NOT_glanzlosster "," NOT_glanzlosster ",1
"26551"," (nicht|nichts|kein|keine|keinen) glanzlosstes "," NOT_glanzlosstes "," NOT_glanzlosstes ",1
"905"," (nicht|nichts|kein|keine|keinen) glanzpunkt "," NOT_glanzpunkt "," NOT_glanzpunkt ",-1
"906"," (nicht|nichts|kein|keine|keinen) glanzs "," NOT_glanzs "," NOT_glanzs ",-1
"907"," (nicht|nichts|kein|keine|keinen) glanzstück "," NOT_glanzstück "," NOT_glanzstück ",-1
"8137"," (nicht|nichts|kein|keine|keinen) glänzt "," NOT_glänzt "," NOT_glänzt ",-1
"8138"," (nicht|nichts|kein|keine|keinen) glänzte "," NOT_glänzte "," NOT_glänzte ",-1
"8139"," (nicht|nichts|kein|keine|keinen) glänzten "," NOT_glänzten "," NOT_glänzten ",-1
"8140"," (nicht|nichts|kein|keine|keinen) glänztest "," NOT_glänztest "," NOT_glänztest ",-1
"8141"," (nicht|nichts|kein|keine|keinen) glänztet "," NOT_glänztet "," NOT_glänztet ",-1
"7973"," (nicht|nichts|kein|keine|keinen) glanzvoll "," NOT_glanzvoll "," NOT_glanzvoll ",-1
"7974"," (nicht|nichts|kein|keine|keinen) glanzvolle "," NOT_glanzvolle "," NOT_glanzvolle ",-1
"7975"," (nicht|nichts|kein|keine|keinen) glanzvollem "," NOT_glanzvollem "," NOT_glanzvollem ",-1
"7976"," (nicht|nichts|kein|keine|keinen) glanzvollen "," NOT_glanzvollen "," NOT_glanzvollen ",-1
"7977"," (nicht|nichts|kein|keine|keinen) glanzvoller "," NOT_glanzvoller "," NOT_glanzvoller ",-1
"7978"," (nicht|nichts|kein|keine|keinen) glanzvollere "," NOT_glanzvollere "," NOT_glanzvollere ",-1
"7979"," (nicht|nichts|kein|keine|keinen) glanzvollerem "," NOT_glanzvollerem "," NOT_glanzvollerem ",-1
"7980"," (nicht|nichts|kein|keine|keinen) glanzvolleren "," NOT_glanzvolleren "," NOT_glanzvolleren ",-1
"7981"," (nicht|nichts|kein|keine|keinen) glanzvollerer "," NOT_glanzvollerer "," NOT_glanzvollerer ",-1
"7982"," (nicht|nichts|kein|keine|keinen) glanzvolleres "," NOT_glanzvolleres "," NOT_glanzvolleres ",-1
"7983"," (nicht|nichts|kein|keine|keinen) glanzvolles "," NOT_glanzvolles "," NOT_glanzvolles ",-1
"7984"," (nicht|nichts|kein|keine|keinen) glanzvollst "," NOT_glanzvollst "," NOT_glanzvollst ",-1
"7985"," (nicht|nichts|kein|keine|keinen) glanzvollste "," NOT_glanzvollste "," NOT_glanzvollste ",-1
"7986"," (nicht|nichts|kein|keine|keinen) glanzvollstem "," NOT_glanzvollstem "," NOT_glanzvollstem ",-1
"7987"," (nicht|nichts|kein|keine|keinen) glanzvollsten "," NOT_glanzvollsten "," NOT_glanzvollsten ",-1
"7988"," (nicht|nichts|kein|keine|keinen) glanzvollster "," NOT_glanzvollster "," NOT_glanzvollster ",-1
"7989"," (nicht|nichts|kein|keine|keinen) glanzvollstes "," NOT_glanzvollstes "," NOT_glanzvollstes ",-1
"7990"," (nicht|nichts|kein|keine|keinen) glasklar "," NOT_glasklar "," NOT_glasklar ",-1
"7991"," (nicht|nichts|kein|keine|keinen) glasklare "," NOT_glasklare "," NOT_glasklare ",-1
"7992"," (nicht|nichts|kein|keine|keinen) glasklarem "," NOT_glasklarem "," NOT_glasklarem ",-1
"7993"," (nicht|nichts|kein|keine|keinen) glasklaren "," NOT_glasklaren "," NOT_glasklaren ",-1
"7994"," (nicht|nichts|kein|keine|keinen) glasklarer "," NOT_glasklarer "," NOT_glasklarer ",-1
"7995"," (nicht|nichts|kein|keine|keinen) glasklarere "," NOT_glasklarere "," NOT_glasklarere ",-1
"7996"," (nicht|nichts|kein|keine|keinen) glasklarerem "," NOT_glasklarerem "," NOT_glasklarerem ",-1
"7997"," (nicht|nichts|kein|keine|keinen) glasklareren "," NOT_glasklareren "," NOT_glasklareren ",-1
"7998"," (nicht|nichts|kein|keine|keinen) glasklarerer "," NOT_glasklarerer "," NOT_glasklarerer ",-1
"7999"," (nicht|nichts|kein|keine|keinen) glasklareres "," NOT_glasklareres "," NOT_glasklareres ",-1
"8000"," (nicht|nichts|kein|keine|keinen) glasklares "," NOT_glasklares "," NOT_glasklares ",-1
"8001"," (nicht|nichts|kein|keine|keinen) glasklarst "," NOT_glasklarst "," NOT_glasklarst ",-1
"8002"," (nicht|nichts|kein|keine|keinen) glasklarste "," NOT_glasklarste "," NOT_glasklarste ",-1
"8003"," (nicht|nichts|kein|keine|keinen) glasklarstem "," NOT_glasklarstem "," NOT_glasklarstem ",-1
"8004"," (nicht|nichts|kein|keine|keinen) glasklarsten "," NOT_glasklarsten "," NOT_glasklarsten ",-1
"8005"," (nicht|nichts|kein|keine|keinen) glasklarster "," NOT_glasklarster "," NOT_glasklarster ",-1
"8006"," (nicht|nichts|kein|keine|keinen) glasklarstes "," NOT_glasklarstes "," NOT_glasklarstes ",-1
"19096"," (nicht|nichts|kein|keine|keinen) glasurriss "," NOT_glasurriss "," NOT_glasurriss ",1
"8007"," (nicht|nichts|kein|keine|keinen) glatt "," NOT_glatt "," NOT_glatt ",-1
"8008"," (nicht|nichts|kein|keine|keinen) glatte "," NOT_glatte "," NOT_glatte ",-1
"8009"," (nicht|nichts|kein|keine|keinen) glattem "," NOT_glattem "," NOT_glattem ",-1
"8010"," (nicht|nichts|kein|keine|keinen) glatten "," NOT_glatten "," NOT_glatten ",-1
"8011"," (nicht|nichts|kein|keine|keinen) glatter "," NOT_glatter "," NOT_glatter ",-1
"8012"," (nicht|nichts|kein|keine|keinen) glattere "," NOT_glattere "," NOT_glattere ",-1
"8013"," (nicht|nichts|kein|keine|keinen) glatterem "," NOT_glatterem "," NOT_glatterem ",-1
"8014"," (nicht|nichts|kein|keine|keinen) glatteren "," NOT_glatteren "," NOT_glatteren ",-1
"8015"," (nicht|nichts|kein|keine|keinen) glatterer "," NOT_glatterer "," NOT_glatterer ",-1
"8016"," (nicht|nichts|kein|keine|keinen) glatteres "," NOT_glatteres "," NOT_glatteres ",-1
"8017"," (nicht|nichts|kein|keine|keinen) glattes "," NOT_glattes "," NOT_glattes ",-1
"8018"," (nicht|nichts|kein|keine|keinen) glattest "," NOT_glattest "," NOT_glattest ",-1
"8019"," (nicht|nichts|kein|keine|keinen) glatteste "," NOT_glatteste "," NOT_glatteste ",-1
"8020"," (nicht|nichts|kein|keine|keinen) glattestem "," NOT_glattestem "," NOT_glattestem ",-1
"8021"," (nicht|nichts|kein|keine|keinen) glattesten "," NOT_glattesten "," NOT_glattesten ",-1
"8022"," (nicht|nichts|kein|keine|keinen) glattester "," NOT_glattester "," NOT_glattester ",-1
"8023"," (nicht|nichts|kein|keine|keinen) glattestes "," NOT_glattestes "," NOT_glattestes ",-1
"908"," (nicht|nichts|kein|keine|keinen) glaube "," NOT_glaube "," NOT_glaube ",-1
"909"," (nicht|nichts|kein|keine|keinen) glaubes "," NOT_glaubes "," NOT_glaubes ",-1
"8024"," (nicht|nichts|kein|keine|keinen) glaubhaft "," NOT_glaubhaft "," NOT_glaubhaft ",-1
"910"," (nicht|nichts|kein|keine|keinen) glaubhaftigkeit "," NOT_glaubhaftigkeit "," NOT_glaubhaftigkeit ",-1
"920"," (nicht|nichts|kein|keine|keinen) gläubigkeit "," NOT_gläubigkeit "," NOT_gläubigkeit ",-1
"8025"," (nicht|nichts|kein|keine|keinen) glaubwürdig "," NOT_glaubwürdig "," NOT_glaubwürdig ",-1
"8026"," (nicht|nichts|kein|keine|keinen) glaubwürdige "," NOT_glaubwürdige "," NOT_glaubwürdige ",-1
"8027"," (nicht|nichts|kein|keine|keinen) glaubwürdigem "," NOT_glaubwürdigem "," NOT_glaubwürdigem ",-1
"8028"," (nicht|nichts|kein|keine|keinen) glaubwürdigen "," NOT_glaubwürdigen "," NOT_glaubwürdigen ",-1
"8029"," (nicht|nichts|kein|keine|keinen) glaubwürdiger "," NOT_glaubwürdiger "," NOT_glaubwürdiger ",-1
"8030"," (nicht|nichts|kein|keine|keinen) glaubwürdigere "," NOT_glaubwürdigere "," NOT_glaubwürdigere ",-1
"8031"," (nicht|nichts|kein|keine|keinen) glaubwürdigerem "," NOT_glaubwürdigerem "," NOT_glaubwürdigerem ",-1
"8032"," (nicht|nichts|kein|keine|keinen) glaubwürdigeren "," NOT_glaubwürdigeren "," NOT_glaubwürdigeren ",-1
"8033"," (nicht|nichts|kein|keine|keinen) glaubwürdigerer "," NOT_glaubwürdigerer "," NOT_glaubwürdigerer ",-1
"8034"," (nicht|nichts|kein|keine|keinen) glaubwürdigeres "," NOT_glaubwürdigeres "," NOT_glaubwürdigeres ",-1
"8035"," (nicht|nichts|kein|keine|keinen) glaubwürdiges "," NOT_glaubwürdiges "," NOT_glaubwürdiges ",-1
"911"," (nicht|nichts|kein|keine|keinen) glaubwürdigkeit "," NOT_glaubwürdigkeit "," NOT_glaubwürdigkeit ",-1
"912"," (nicht|nichts|kein|keine|keinen) glaubwürdigkeiten "," NOT_glaubwürdigkeiten "," NOT_glaubwürdigkeiten ",-1
"8036"," (nicht|nichts|kein|keine|keinen) glaubwürdigst "," NOT_glaubwürdigst "," NOT_glaubwürdigst ",-1
"8037"," (nicht|nichts|kein|keine|keinen) glaubwürdigste "," NOT_glaubwürdigste "," NOT_glaubwürdigste ",-1
"8038"," (nicht|nichts|kein|keine|keinen) glaubwürdigstem "," NOT_glaubwürdigstem "," NOT_glaubwürdigstem ",-1
"8039"," (nicht|nichts|kein|keine|keinen) glaubwürdigsten "," NOT_glaubwürdigsten "," NOT_glaubwürdigsten ",-1
"8040"," (nicht|nichts|kein|keine|keinen) glaubwürdigster "," NOT_glaubwürdigster "," NOT_glaubwürdigster ",-1
"8041"," (nicht|nichts|kein|keine|keinen) glaubwürdigstes "," NOT_glaubwürdigstes "," NOT_glaubwürdigstes ",-1
"913"," (nicht|nichts|kein|keine|keinen) gleichberechtigung "," NOT_gleichberechtigung "," NOT_gleichberechtigung ",-1
"914"," (nicht|nichts|kein|keine|keinen) gleichförmigkeit "," NOT_gleichförmigkeit "," NOT_gleichförmigkeit ",-1
"8042"," (nicht|nichts|kein|keine|keinen) gleichgestellt "," NOT_gleichgestellt "," NOT_gleichgestellt ",-1
"915"," (nicht|nichts|kein|keine|keinen) gleichgewicht "," NOT_gleichgewicht "," NOT_gleichgewicht ",-1
"26552"," (nicht|nichts|kein|keine|keinen) gleichgültig "," NOT_gleichgültig "," NOT_gleichgültig ",1
"26553"," (nicht|nichts|kein|keine|keinen) gleichgültige "," NOT_gleichgültige "," NOT_gleichgültige ",1
"26554"," (nicht|nichts|kein|keine|keinen) gleichgültigem "," NOT_gleichgültigem "," NOT_gleichgültigem ",1
"26555"," (nicht|nichts|kein|keine|keinen) gleichgültigen "," NOT_gleichgültigen "," NOT_gleichgültigen ",1
"26556"," (nicht|nichts|kein|keine|keinen) gleichgültiger "," NOT_gleichgültiger "," NOT_gleichgültiger ",1
"26557"," (nicht|nichts|kein|keine|keinen) gleichgültigere "," NOT_gleichgültigere "," NOT_gleichgültigere ",1
"26558"," (nicht|nichts|kein|keine|keinen) gleichgültigerem "," NOT_gleichgültigerem "," NOT_gleichgültigerem ",1
"26559"," (nicht|nichts|kein|keine|keinen) gleichgültigeren "," NOT_gleichgültigeren "," NOT_gleichgültigeren ",1
"26560"," (nicht|nichts|kein|keine|keinen) gleichgültigerer "," NOT_gleichgültigerer "," NOT_gleichgültigerer ",1
"26561"," (nicht|nichts|kein|keine|keinen) gleichgültigeres "," NOT_gleichgültigeres "," NOT_gleichgültigeres ",1
"26562"," (nicht|nichts|kein|keine|keinen) gleichgültiges "," NOT_gleichgültiges "," NOT_gleichgültiges ",1
"19097"," (nicht|nichts|kein|keine|keinen) gleichgültigkeit "," NOT_gleichgültigkeit "," NOT_gleichgültigkeit ",1
"26563"," (nicht|nichts|kein|keine|keinen) gleichgültigst "," NOT_gleichgültigst "," NOT_gleichgültigst ",1
"26564"," (nicht|nichts|kein|keine|keinen) gleichgültigste "," NOT_gleichgültigste "," NOT_gleichgültigste ",1
"26565"," (nicht|nichts|kein|keine|keinen) gleichgültigstem "," NOT_gleichgültigstem "," NOT_gleichgültigstem ",1
"26566"," (nicht|nichts|kein|keine|keinen) gleichgültigsten "," NOT_gleichgültigsten "," NOT_gleichgültigsten ",1
"26567"," (nicht|nichts|kein|keine|keinen) gleichgültigster "," NOT_gleichgültigster "," NOT_gleichgültigster ",1
"26568"," (nicht|nichts|kein|keine|keinen) gleichgültigstes "," NOT_gleichgültigstes "," NOT_gleichgültigstes ",1
"8043"," (nicht|nichts|kein|keine|keinen) gleichmacherisch "," NOT_gleichmacherisch "," NOT_gleichmacherisch ",1
"8044"," (nicht|nichts|kein|keine|keinen) gleichmäßig "," NOT_gleichmäßig "," NOT_gleichmäßig ",-1
"8045"," (nicht|nichts|kein|keine|keinen) gleichmütig "," NOT_gleichmütig "," NOT_gleichmütig ",-1
"916"," (nicht|nichts|kein|keine|keinen) gleichrichtung "," NOT_gleichrichtung "," NOT_gleichrichtung ",-1
"8046"," (nicht|nichts|kein|keine|keinen) gleichstell "," NOT_gleichstell "," NOT_gleichstell ",-1
"8047"," (nicht|nichts|kein|keine|keinen) gleichstelle "," NOT_gleichstelle "," NOT_gleichstelle ",-1
"8048"," (nicht|nichts|kein|keine|keinen) gleichstellen "," NOT_gleichstellen "," NOT_gleichstellen ",-1
"8049"," (nicht|nichts|kein|keine|keinen) gleichstellest "," NOT_gleichstellest "," NOT_gleichstellest ",-1
"8050"," (nicht|nichts|kein|keine|keinen) gleichstellet "," NOT_gleichstellet "," NOT_gleichstellet ",-1
"8051"," (nicht|nichts|kein|keine|keinen) gleichstellst "," NOT_gleichstellst "," NOT_gleichstellst ",-1
"8052"," (nicht|nichts|kein|keine|keinen) gleichstellt "," NOT_gleichstellt "," NOT_gleichstellt ",-1
"8053"," (nicht|nichts|kein|keine|keinen) gleichstellte "," NOT_gleichstellte "," NOT_gleichstellte ",-1
"8054"," (nicht|nichts|kein|keine|keinen) gleichstellten "," NOT_gleichstellten "," NOT_gleichstellten ",-1
"8055"," (nicht|nichts|kein|keine|keinen) gleichstelltest "," NOT_gleichstelltest "," NOT_gleichstelltest ",-1
"8056"," (nicht|nichts|kein|keine|keinen) gleichstelltet "," NOT_gleichstelltet "," NOT_gleichstelltet ",-1
"917"," (nicht|nichts|kein|keine|keinen) gleichstellung "," NOT_gleichstellung "," NOT_gleichstellung ",-1
"8057"," (nicht|nichts|kein|keine|keinen) gleichwertig "," NOT_gleichwertig "," NOT_gleichwertig ",-1
"8058"," (nicht|nichts|kein|keine|keinen) gleichwertige "," NOT_gleichwertige "," NOT_gleichwertige ",-1
"8059"," (nicht|nichts|kein|keine|keinen) gleichwertigem "," NOT_gleichwertigem "," NOT_gleichwertigem ",-1
"8060"," (nicht|nichts|kein|keine|keinen) gleichwertigen "," NOT_gleichwertigen "," NOT_gleichwertigen ",-1
"8061"," (nicht|nichts|kein|keine|keinen) gleichwertiger "," NOT_gleichwertiger "," NOT_gleichwertiger ",-1
"8062"," (nicht|nichts|kein|keine|keinen) gleichwertigere "," NOT_gleichwertigere "," NOT_gleichwertigere ",-1
"8063"," (nicht|nichts|kein|keine|keinen) gleichwertigerem "," NOT_gleichwertigerem "," NOT_gleichwertigerem ",-1
"8064"," (nicht|nichts|kein|keine|keinen) gleichwertigeren "," NOT_gleichwertigeren "," NOT_gleichwertigeren ",-1
"8065"," (nicht|nichts|kein|keine|keinen) gleichwertigerer "," NOT_gleichwertigerer "," NOT_gleichwertigerer ",-1
"8066"," (nicht|nichts|kein|keine|keinen) gleichwertigeres "," NOT_gleichwertigeres "," NOT_gleichwertigeres ",-1
"8067"," (nicht|nichts|kein|keine|keinen) gleichwertiges "," NOT_gleichwertiges "," NOT_gleichwertiges ",-1
"8068"," (nicht|nichts|kein|keine|keinen) gleichwertigst "," NOT_gleichwertigst "," NOT_gleichwertigst ",-1
"8069"," (nicht|nichts|kein|keine|keinen) gleichwertigste "," NOT_gleichwertigste "," NOT_gleichwertigste ",-1
"8070"," (nicht|nichts|kein|keine|keinen) gleichwertigstem "," NOT_gleichwertigstem "," NOT_gleichwertigstem ",-1
"8071"," (nicht|nichts|kein|keine|keinen) gleichwertigsten "," NOT_gleichwertigsten "," NOT_gleichwertigsten ",-1
"8072"," (nicht|nichts|kein|keine|keinen) gleichwertigster "," NOT_gleichwertigster "," NOT_gleichwertigster ",-1
"8073"," (nicht|nichts|kein|keine|keinen) gleichwertigstes "," NOT_gleichwertigstes "," NOT_gleichwertigstes ",-1
"26569"," (nicht|nichts|kein|keine|keinen) gleisnerisch "," NOT_gleisnerisch "," NOT_gleisnerisch ",1
"8074"," (nicht|nichts|kein|keine|keinen) gleißend "," NOT_gleißend "," NOT_gleißend ",-1
"8075"," (nicht|nichts|kein|keine|keinen) glich "," NOT_glich "," NOT_glich ",-1
"918"," (nicht|nichts|kein|keine|keinen) glimmer "," NOT_glimmer "," NOT_glimmer ",-1
"26570"," (nicht|nichts|kein|keine|keinen) glitt "," NOT_glitt "," NOT_glitt ",1
"8076"," (nicht|nichts|kein|keine|keinen) glitzern "," NOT_glitzern "," NOT_glitzern ",-1
"8077"," (nicht|nichts|kein|keine|keinen) glitzernd "," NOT_glitzernd "," NOT_glitzernd ",-1
"8078"," (nicht|nichts|kein|keine|keinen) global "," NOT_global "," NOT_global ",-1
"919"," (nicht|nichts|kein|keine|keinen) glorie "," NOT_glorie "," NOT_glorie ",-1
"8079"," (nicht|nichts|kein|keine|keinen) glorifizieren "," NOT_glorifizieren "," NOT_glorifizieren ",-1
"8080"," (nicht|nichts|kein|keine|keinen) glorifizierte "," NOT_glorifizierte "," NOT_glorifizierte ",-1
"8081"," (nicht|nichts|kein|keine|keinen) glorios "," NOT_glorios "," NOT_glorios ",-1
"8082"," (nicht|nichts|kein|keine|keinen) gloriose "," NOT_gloriose "," NOT_gloriose ",-1
"8083"," (nicht|nichts|kein|keine|keinen) gloriosem "," NOT_gloriosem "," NOT_gloriosem ",-1
"8084"," (nicht|nichts|kein|keine|keinen) gloriosen "," NOT_gloriosen "," NOT_gloriosen ",-1
"8085"," (nicht|nichts|kein|keine|keinen) glorioser "," NOT_glorioser "," NOT_glorioser ",-1
"8086"," (nicht|nichts|kein|keine|keinen) gloriosere "," NOT_gloriosere "," NOT_gloriosere ",-1
"8087"," (nicht|nichts|kein|keine|keinen) glorioserem "," NOT_glorioserem "," NOT_glorioserem ",-1
"8088"," (nicht|nichts|kein|keine|keinen) glorioseren "," NOT_glorioseren "," NOT_glorioseren ",-1
"8089"," (nicht|nichts|kein|keine|keinen) glorioserer "," NOT_glorioserer "," NOT_glorioserer ",-1
"8090"," (nicht|nichts|kein|keine|keinen) glorioseres "," NOT_glorioseres "," NOT_glorioseres ",-1
"8091"," (nicht|nichts|kein|keine|keinen) glorioses "," NOT_glorioses "," NOT_glorioses ",-1
"8092"," (nicht|nichts|kein|keine|keinen) gloriosest "," NOT_gloriosest "," NOT_gloriosest ",-1
"8093"," (nicht|nichts|kein|keine|keinen) glorioseste "," NOT_glorioseste "," NOT_glorioseste ",-1
"8094"," (nicht|nichts|kein|keine|keinen) gloriosestem "," NOT_gloriosestem "," NOT_gloriosestem ",-1
"8095"," (nicht|nichts|kein|keine|keinen) gloriosesten "," NOT_gloriosesten "," NOT_gloriosesten ",-1
"8096"," (nicht|nichts|kein|keine|keinen) gloriosester "," NOT_gloriosester "," NOT_gloriosester ",-1
"8097"," (nicht|nichts|kein|keine|keinen) gloriosestes "," NOT_gloriosestes "," NOT_gloriosestes ",-1
"8098"," (nicht|nichts|kein|keine|keinen) glorreich "," NOT_glorreich "," NOT_glorreich ",-1
"8099"," (nicht|nichts|kein|keine|keinen) glorreiche "," NOT_glorreiche "," NOT_glorreiche ",-1
"8100"," (nicht|nichts|kein|keine|keinen) glorreichem "," NOT_glorreichem "," NOT_glorreichem ",-1
"8101"," (nicht|nichts|kein|keine|keinen) glorreichen "," NOT_glorreichen "," NOT_glorreichen ",-1
"8102"," (nicht|nichts|kein|keine|keinen) glorreicher "," NOT_glorreicher "," NOT_glorreicher ",-1
"8103"," (nicht|nichts|kein|keine|keinen) glorreichere "," NOT_glorreichere "," NOT_glorreichere ",-1
"8104"," (nicht|nichts|kein|keine|keinen) glorreicherem "," NOT_glorreicherem "," NOT_glorreicherem ",-1
"8105"," (nicht|nichts|kein|keine|keinen) glorreicheren "," NOT_glorreicheren "," NOT_glorreicheren ",-1
"8106"," (nicht|nichts|kein|keine|keinen) glorreicherer "," NOT_glorreicherer "," NOT_glorreicherer ",-1
"8107"," (nicht|nichts|kein|keine|keinen) glorreicheres "," NOT_glorreicheres "," NOT_glorreicheres ",-1
"8108"," (nicht|nichts|kein|keine|keinen) glorreiches "," NOT_glorreiches "," NOT_glorreiches ",-1
"8109"," (nicht|nichts|kein|keine|keinen) glorreichst "," NOT_glorreichst "," NOT_glorreichst ",-1
"8110"," (nicht|nichts|kein|keine|keinen) glorreichste "," NOT_glorreichste "," NOT_glorreichste ",-1
"8111"," (nicht|nichts|kein|keine|keinen) glorreichstem "," NOT_glorreichstem "," NOT_glorreichstem ",-1
"8112"," (nicht|nichts|kein|keine|keinen) glorreichsten "," NOT_glorreichsten "," NOT_glorreichsten ",-1
"8113"," (nicht|nichts|kein|keine|keinen) glorreichster "," NOT_glorreichster "," NOT_glorreichster ",-1
"8114"," (nicht|nichts|kein|keine|keinen) glorreichstes "," NOT_glorreichstes "," NOT_glorreichstes ",-1
"19098"," (nicht|nichts|kein|keine|keinen) glosse "," NOT_glosse "," NOT_glosse ",1
"921"," (nicht|nichts|kein|keine|keinen) glück "," NOT_glück "," NOT_glück ",-1
"922"," (nicht|nichts|kein|keine|keinen) glücke "," NOT_glücke "," NOT_glücke ",-1
"923"," (nicht|nichts|kein|keine|keinen) glücken "," NOT_glücken "," NOT_glücken ",-1
"924"," (nicht|nichts|kein|keine|keinen) glückes "," NOT_glückes "," NOT_glückes ",-1
"8142"," (nicht|nichts|kein|keine|keinen) glücklich "," NOT_glücklich "," NOT_glücklich ",-1
"8143"," (nicht|nichts|kein|keine|keinen) glückliche "," NOT_glückliche "," NOT_glückliche ",-1
"8144"," (nicht|nichts|kein|keine|keinen) glücklichem "," NOT_glücklichem "," NOT_glücklichem ",-1
"8145"," (nicht|nichts|kein|keine|keinen) glücklichen "," NOT_glücklichen "," NOT_glücklichen ",-1
"8146"," (nicht|nichts|kein|keine|keinen) glücklicher "," NOT_glücklicher "," NOT_glücklicher ",-1
"8147"," (nicht|nichts|kein|keine|keinen) glücklichere "," NOT_glücklichere "," NOT_glücklichere ",-1
"8148"," (nicht|nichts|kein|keine|keinen) glücklicherem "," NOT_glücklicherem "," NOT_glücklicherem ",-1
"8149"," (nicht|nichts|kein|keine|keinen) glücklicheren "," NOT_glücklicheren "," NOT_glücklicheren ",-1
"8150"," (nicht|nichts|kein|keine|keinen) glücklicherer "," NOT_glücklicherer "," NOT_glücklicherer ",-1
"8151"," (nicht|nichts|kein|keine|keinen) glücklicheres "," NOT_glücklicheres "," NOT_glücklicheres ",-1
"8152"," (nicht|nichts|kein|keine|keinen) glücklicherweise "," NOT_glücklicherweise "," NOT_glücklicherweise ",-1
"8153"," (nicht|nichts|kein|keine|keinen) glückliches "," NOT_glückliches "," NOT_glückliches ",-1
"8154"," (nicht|nichts|kein|keine|keinen) glücklichst "," NOT_glücklichst "," NOT_glücklichst ",-1
"8155"," (nicht|nichts|kein|keine|keinen) glücklichste "," NOT_glücklichste "," NOT_glücklichste ",-1
